,cluster,artists,name,id
0,67,['Mario Novembre'],Allein sein,11NFxVnEwPDz4LjIyKazxV
1,78,"['SANTOS', 'Sido', 'Samra']",Leere Hände (feat. Sido & Samra),5QEqzFV7R8KSSCJa37tfvs
2,11,"['Majestic', 'Boney M.']",Rasputin,0b18g3G5spr4ZCkz7Y6Q0Q
3,74,"['Mark Forster', 'LEA']",Drei Uhr Nachts,58GxgFEG5uHc9oMhofuuIP
4,67,['Jamule'],Liege wieder wach,0ZqL6UhrqydZE4DaXvCMeT
5,50,"['Alok', 'Alida']",Love Again (feat. Alida),63bWXWGcWnRQvdS8bJWdkB
6,95,"['Joel Corry', 'RAYE', 'David Guetta']",BED,0siYMEsGrzzzlWLXK5zJfS
7,11,"['Cro', 'Capital Bra']",BLESSED (feat. Capital Bra),6kxErsVgalFeBlxRfHCuUv
8,11,"['Dua Lipa', 'DaBaby']",Levitating (feat. DaBaby),49gruEYzuJZoy4R2q5xVlT
9,17,"['Miksu / Macloud', 'Nimo', 'Jamule']",Frag mich nicht,46zfTi4Wg6mmkOBPimtg6X
10,17,"['Ofenbach', 'Lagique']",Wasted Love (feat. Lagique),2pPO9YecZimmuVQfIzfV6U
11,47,"['P!nk', 'Willow Sage Hart']",Cover Me In Sunshine,6Tio0ZoDeSQnI7EBAqWer2
12,52,"['Riton', 'Nightcrawlers', 'Mufasa & Hypeman', 'Dopamine']",Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,4cG7HUWYHBV6R6tHn1gxrl
13,35,['Leony'],Faded Love,0HzHUF33G1dPmd2eNULyfa
14,86,['RIN'],San Andreas,1VuBab65w8vPFeFvREDA32
15,78,"['ILIRA', 'VIZE']",Dynamite,3HqQpSTLHJRKDhulVacRFb
16,51,['Alvaro Soler'],Magia,3KJ1QkwWObfuq54pgwTRyW
17,25,['Billie Eilish'],Your Power,5qNh5WtzMbfpSj2jLlBkoD
18,28,"['Robin Schulz', 'Felix Jaehn', 'Alida']",One More Time (feat. Alida),2REu6wX4KKrG6uGlTKVqu6
19,23,"['DJ Khaled', 'Post Malone', 'DaBaby', 'Megan Thee Stallion', 'Lil Baby']","I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",20GrahbI4AzAOWxpYfDKkf
20,67,"['Bausa', 'Apache 207']",Madonna,0DAQryfUiFZdWFo76RYBc8
21,23,['Jan-Marten Block'],Never Not Try,0AKxA0LR1eHNIiyg4KMZGy
22,19,['AYLIVA'],Deine Schuld,1dXz1boMWgpeiNcTK3jRtU
23,61,['Lil Nas X'],MONTERO (Call Me By Your Name),3BZEcbdtXQSo7OrvKRJ6mb
24,7,"['ATB', 'Topic', 'A7S']",Your Love (9PM),5YaskwnGDZFDRipaqzbwQx
25,39,['Zoe Wees'],Girls Like Us,5SFXOMJJ334Wn2PwBHeRZN
26,68,"['FOURTY', 'Bausa']",Heimkommen,64ZyI00DBUUigpTanQqA0l
27,26,"['Nathan Evans', '220 KID', 'Billen Ted']",Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,3iw6V4LH7yPj1ESORX9RIN
28,38,['Max Giesinger'],Irgendwann ist jetzt,3gMi9DLCVNNAnj9URmWNlD
29,73,"['Sia', 'David Guetta']",Floating Through Space,2AceGjiX9isUbXmMZa0Dl1
30,36,['Imagine Dragons'],Follow You,7FdUvDkaE24o3FPIWTvzv2
31,86,"['Toby Romeo', 'Felix Jaehn', 'FAULHABER']",Where The Lights Are Low,0Cnb8XdGDMHAmIRBUJMkIS
32,0,"['01099', 'Gustav']",Frisch,7toCqux0Ln42OttYYyds4k
33,26,"['VINAI', 'VAMERO']",Rise Up (feat. Vamero),46lyJh9GYmWsHez3EsvmAx
34,1,"['Jason Derulo', 'Nuka']",Love Not War (The Tampa Beat),4Lt6GXGzYsa1tgkv3nGSTm
35,52,['Wincent Weiss'],Wer wenn nicht wir,5jYDCxuSx1mfApeWA4SlqX
36,26,"['VIZE', 'Tokio Hotel']",White Lies,2QuQkdLLzgktXwruPAz6f4
37,70,"['Justin Bieber', 'Daniel Caesar', 'Giveon']",Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI
38,68,['The Kid LAROI'],WITHOUT YOU,27OeeYzk6klgBh83TSvGMA
39,19,['Marteria'],Niemand bringt Marten um,0nYSnbFVX5ghrERjwVZgwZ
40,23,['The Weeknd'],Save Your Tears,5QO79kh1waicV47BqGRL3g
41,73,['Ava Max'],My Head & My Heart,1KixkQVDUHggZMU9dUobgm
42,17,['Masked Wolf'],Astronaut In The Ocean,3Ofmpyhv5UAQ70mENzB277
43,17,['Tones And I'],Fly Away,5ri4zqtWhG07hIuNNDWP76
44,45,"['Maroon 5', 'Megan Thee Stallion']",Beautiful Mistakes (feat. Megan Thee Stallion),6fRxMU4LWwyaSSowV441IU
45,87,['Duncan Laurence'],Arcade,1Xi84slp6FryDSCbzq4UCD
46,67,['Glass Animals'],Heat Waves,6CDzDgIUqeDY5g8ujExx2f
47,51,"['Doja Cat', 'SZA']",Kiss Me More (feat. SZA),748mdHapucXQri7IAO8yFK
48,84,['Danger Dan'],Das ist alles von der Kunstfreiheit gedeckt,4ioQKdmkdBTkqjhfHeu4YU
49,34,['Olivia Rodrigo'],deja vu,61KpQadow081I2AsbeLcsb
50,80,"['Harris & Ford', 'Maxim Schunk']",Lost in You,3GLa4qZ1hy9Skx1e2tMwXm
51,35,['Beachbag'],We Are Young,6KhSk0XaifZje1L3n2zUUq
52,80,['Axel Black & White'],Somebody To Love,7AxA87dIJ1FF4l1BQ98ZCZ
53,73,"['LUM!X', 'SØLO']",Secrets,5xjXfai7bW503D99N7ofqb
54,58,"['Phil The Beat', 'ILIRA']",Anytime,4pAxG2OEh4LSNuZFzDRUbN
55,70,['Alfons'],Fly With You,4AN9eutNtqfXFsKCBHiSOf
56,73,"['R3HAB', 'Timmy Trumpet', 'W&W']",Distant Memory (with Timmy Trumpet x W&W),5qan1YtZZu2zhax413risP
57,50,"['Marc Korn', 'Semitoo', 'Phil Praise']",Monster - Radio Edit,0t305ELuXVAV4Dzp9wq48F
58,59,"['Ummet Ozcan', 'Charly Lownoise & Mental Theo', 'Orange INC']",Wonderful Days,6djDjm3FGt1G3NUTfbrhu6
59,28,"['Steve Aoki', 'Brennan Heart', 'PollyAnna']",Close to You (feat. PollyAnna),4gEC7He07d6cuzkQ7MSobQ
60,73,"['Harris & Ford', 'Neptunica']",Bye Bye,6UC9FZ8zimf09Q6i8i8plN
61,28,"['Moguai', 'Graham Candy', 'MY PARADE', 'le Shuuk']",A Little Bit of Faith - le Shuuk Remix,0WTmgS8NvUtHlVQMqfwE22
62,66,"['B3nte', 'Mike Emilio', 'Hilaa']",Eternity,3kyVsU28a4mWIC4UpXDWuy
63,10,"['Blondee', 'Felix Schorn']",Fairytale - Radio Edit,6IEeZze0KkQeSHqutjSsmx
64,73,"['LIZOT', 'Jerome']",Sober,5jQxnJIy96OrUKQy8phVzh
65,10,"['LUNAX', 'Mia Amare']",Sweet Harmony,6kZBa2wVfTaGAdoLa3dVAP
66,10,['Sea Shanty'],Wellerman,1fC0uGs48Sb7GLioUe0tN4
67,17,['Keanu Silva'],Do Or Die,5hQRNdaLnqlFYhBiVFMptc
68,66,"['MATTN', 'Klaas']",The Logical Song,1pUTByFRmxwuFIl18NpUB8
69,19,['Mike Candys'],Sky,5S4P1Nlkgr7H6vXbicj74K
70,42,"['Steve Modana', 'Rocco']",Like a Child,5pUsrDG9eAWYQLnSHMkbjK
71,95,"['Gromee', 'INNA']",Cool Me Down,4YATrrrkiZCH1jy2ISOP9P
72,35,"['offrami', 'Mougleta']",Drunk Calling (feat. Mougleta),3U6YCUCPJ5CxQWx1psJ4Ga
73,13,"['David Puentez', 'Nina Chuba']",Call You Mine (feat. Nina Chuba),3jg93qzapCOcTT9ODgEqAv
74,70,['Holy Molly'],Twinkle Twinkle,7oIN5Dc6kaetarZgBvII8H
75,45,"['R3HAB', 'Jolin Tsai']",Stars Align (with Jolin Tsai),0xDQPgYdTQZCn92Ee1W0WW
76,45,"['Mike Candys', 'Neptunica', 'Marmy']",Overdose,7d0DnTugSgbAiYtcEkZqWN
77,47,"['W&W', 'AXMO', 'SONJA']",Rave Love,0YHL0wDP6b7ov6h0yEhorO
78,35,"['HUTS', 'LUNAX', 'Jerome']",Million Years - Jerome Edit,7utrdXeLkyUWdZrhtglqJL
79,70,['Zombic'],You & I,46z16cVabuS0LrZ07Fuuyb
80,26,"['Marc Korn', 'Crystal Rock', 'Moodygee']",Another Sweet Surrender - Radio Edit,5OxdHtfxcjqpbb9hx1TuHh
81,17,['Sons Of Maria'],Never Let Me Go,2zYUhiXFyXURb1Zz0Yy6pk
82,73,"['Galwaro', 'Karma Child', 'Gia Koka']",Hypnotize (feat. Gia Koka),3AznR0jUusYPFmgERW8mwd
83,26,"['VINAI', 'Paolo Pellegrino', 'Shibui']",Superman,4gdp8cuXyhkr0bgtL9kCkZ
84,19,"['Besomorph', 'Karra']",Playing With My Heart,3hMpunBF4cTJybNRSBMU3t
85,48,"['Gaullin', 'Lucky Luke']",What's Up,12yj178KaJo8PrddT0StaL
86,95,['Tony Igy'],Astronomia - Never Go Home,5WYB4aZkflwjAApBoDCYkz
87,73,['Bassjackers'],Show Me Your Love,5xQ5jFM6R7XWlaSxjpsIzA
88,66,"['David Guetta', 'MORTEN', 'Lovespeake']",Save My Life (feat. Lovespeake),1w8DxFHDDInmn5TovLKKrW
89,47,"['Scooter', 'Timmy Trumpet']",Paul Is Dead,7d5wXNOlF7TGZayKu0h12F
90,28,"['Galwaro', 'LIZOT', 'Gabry Ponte']",Like A Prayer,6HjdL6nsBMykh2ehTv1kbb
91,36,"['Ilkay Sencan', 'Faruk Sabanci']",All The Things She Said,4oFjWv0hf8gPkG6ASFJTHz
92,45,"['VIZE', 'Leony']",Dolly Song (Devil's Cup),530sGWWlefN6YmGtBOPPME
93,97,"['Popcorn!', 'Mike Gudmann']",Bolt,6X8hj8WYkJzfIiJrGv2NI9
94,78,"['Eastblock Bitches', 'Ostblockschlampen']",Sunglasses At Night,1kwJP2mZ7NSFvtuAxqtCED
95,19,['Ufo361'],PINKY RING,6hxUttbBVSshNTeW6OdLbx
96,58,['Luciano'],KIDS FROM THE BLOCK,26hbmLeqiz8loWjFshsegF
97,67,"['Jumpa', 'badmómzjay']",Rapstar,7kdaCxpimI5DhNJcGjw3NY
98,78,['Samo104'],Fuck Love,0HhifV2v8vcNC4I3gpnwf3
99,58,['KALIM'],PAIN,5GUV8sDq4o2UnZn4NJJMBq
100,86,"['Azet', 'LaRose']",Aventador,1Cyn9zw9ZakCeOsmbPwpxi
101,72,['AK AUSSERKONTROLLE'],Unter dem Radar,4NOSbom2QAjXJoyoJZehGe
102,72,['Luciano'],PEPPERMINT,6V1lWr7s8CO5VkxXe4hBtg
103,19,['Jamule'],Overdose,0iSNXzEBlNNJrqRiEIAw1s
104,67,['Nimo'],ZART,1WUXlAFlKIu7fixKZvQECX
105,58,"['Miksu / Macloud', 'Veysel', 'KC Rebell', 'Ramo']",Wenn sie ruft,0O214XAfoQz8VVH83xpAjz
106,33,['Jamule'],Schizophren,1rdeP7Y3TSz6zVbejuGIFx
107,85,"['Capital Bra', 'NGEE']",UNTER VERDACHT,54AnAMobwJ5ElDCTcPFJk5
108,32,['Samra'],Star,7chi59IEpZJyTan2zwdagF
109,70,"['Miksu / Macloud', 'Summer Cem', 'Lent']",Rap hat mich gerettet,0MToPNyHBXwCkzJYjv3QC2
110,48,['reezy'],MANCHESTER,1e2dv35yQh0yNKyZ6Nmw4h
111,19,"['Nimo', 'Luciano']",BAD EYEZ,5dDQDduj3EaWrPIZ9bc8tj
112,70,"['Ufo361', 'Data Luv']",ANGEKOMMEN,0MYlBBu6RZktCUKz9If4wF
113,3,"['DJ JEEZY', 'Summer Cem', 'Nimo', 'JAY1']","OK (feat. Summer Cem, Nimo & JAY1)",1hpzB1BMURqy30tHpLkQfp
114,58,['t-low'],Ordentlich,4DnHEa1fuf3bn61AwT8Qiv
115,72,['badmómzjay'],badmómz.,20IGCreXC8TeuEo3RoQZwh
116,58,['Elias'],Tokyo Drift,4O1cXtoJwLhD9wfFouPoTb
117,72,['Eunique'],Bobby,1rJecze8BxerWm7acQAA27
118,78,['Lucio101'],Wir sind drin,3Jd94fDI4bSfGPIvrU1szz
119,58,"['Big Toe', 'Bonez MC']",Turtlez,5KQuQptKeiPuCVRHAEfBHW
120,54,"['Haftbefehl', 'Capo', 'Veysel', 'Ezhel']",4 Kanaken,7zjm7wvjfDxrhkN2kPqjWn
121,35,"['PA Sports', 'Jamule']",Doublecup,0tcWtn95oGyM1OElWWos4q
122,58,['Samra'],Diebe,4allObWlgZ21WeVKbxSIlk
123,19,['Kontra K'],Asphalt & Tennissocken,3sT1dFHUVRx4xVvvcDHp03
124,86,"['Miksu / Macloud', 'FOURTY', 'Bozza']",Tut mir leid,46wfWiR8pRgKWcE8KOGbpp
125,17,['Dante YN'],2 Uhr nachts,0jNR7y6nWhEf2gjy8pT8oG
126,94,['BHZ'],Overdose,5atP3ie7LMNWcSu8iNHAjo
127,19,['LAYLA'],Trick Daddy,0eR1IuTTatwhtYM2mjDVA1
128,19,"['Ufo361', 'RIN']",LOW LIFE,3IjfWBZrBISpcLhIMY44T6
129,58,"['Xidir', 'Eno', 'Kool Savas']",Phantom,7md4g16Fr128OzJi5MPp0U
130,45,['Azet'],Nicht da,1hmVbvTeSxe8lul1azKFgJ
131,72,['Nura'],Niemals Stress mit Bullen,4ZpTsUYYknNEjHJc94Q3RQ
132,17,"['Noah', 'Dardan']",Geister,685eauvsI03FrxvpbDZ3aY
133,95,"['KASIMIR1441', 'WILDBWOYS']",Wein für mich,5hCtPGRLgeF05Q902Qdxe2
134,73,"['Fler', 'Sido', 'Bass Sultan Hengzt', 'Cassandra Steen']",EINES TAGES,1SHRwsJJKhROaFHDArquDR
135,17,"['Ricky Rich', 'Dardan', 'Zuna']",Habibi,0PukrHFus6hVBHku8hrS0Z
136,58,"['187 Strassenbande', 'Bonez MC', 'LX', 'Sa4']",Verpennt,38ymFU7u5XorxpySYJT0FA
137,95,['Clueso'],Leider Berlin,5srqypE3Yk2zkh6Wzouoi1
138,26,['Anitta'],Girl From Rio,2plRom0urixt6BE8t7kOhQ
139,26,['Tujamo'],You Know,0upmhqjGvyv5E3kmcFls4q
140,35,['Nura'],Auf der Suche,5gHN6XYFNbFfqWOfN4MEqT
141,26,"['Afrojack', 'David Guetta']",Hero,29p6UW08MXzwj9thWBW3uF
142,7,"['Bebe Rexha', 'Lil Uzi Vert']",Die For a Man (feat. Lil Uzi Vert),6qxPykWNMJos87C8atw9bE
143,14,['Danger Dan'],Trotzdem,2xOJ5GlTL3qZj514CHE3HF
144,55,['Julia Michaels'],Little Did I Know,4hkSiyO1zy1scfc4HWMGR4
145,68,"['The Kid LAROI', 'Miley Cyrus']",WITHOUT YOU (with Miley Cyrus),1EHUQesfVKwbthtNcpBi9g
146,45,['girl in red'],Body And Mind,2dAHKe37uyUrB0v0PJrDDj
147,5,['Wincent Weiss'],Winter,1VB6OY6cwJMznXsfnVwRRT
148,86,"['DJ Khaled', '21 Savage', 'Justin Bieber']",LET IT GO (feat. Justin Bieber & 21 Savage),1cEhrSF6EylAEqdhUGuNpX
149,14,"['Olivia Rodrigo', 'Joshua Bassett']","Even When/The Best Part - From ""High School Musical: The Musical: The Series (Season 2)""",30UszgTxEuJVG5SUFyBffT
150,71,['Alec Benjamin'],The Way You Felt,6XdHZr9iXdqc4Q76wtgbqr
151,35,['Twenty One Pilots'],Choker,3ydI3CesHBnaY01Qff9jOr
152,3,"['Marteria', 'DJ Koze']",Paradise Delay,1cscA6lDRWDZW0rvGqih34
153,70,"['MOTi', 'LIZOT', 'Wilhelmina']",Precious,1Xt4x0URNfzEufX54hK11h
154,93,"['Machine Gun Kelly', 'Kellin Quinn']",love race (feat. Kellin Quinn),1F9kEuwT29fgqlovIclu81
155,7,"['bbno$', 'Diamond Pistols', 'BENEE']",help herself (with BENEE),7bhpOnHyttMaBCg6WGCRzi
156,44,['Daya'],Montana,4Di9q4hZf7Qt0xpudHjfXi
157,35,['MAJAN'],Jede Nacht,6YGVOvI6ii9E0JVLvGjhid
158,45,['Burna Boy'],Kilometre,15NVnnLI5oXQSw10lKrR51
159,26,"['Kris Kross Amsterdam', 'Shaggy', 'Conor Maynard']",Early In The Morning,2R9nfayl1NXhuAdEpwG2Qa
160,26,"['Drenchill', 'Holy Molly']",Talk Talk,42vHoKD1WeloygySAlZ8cn
161,5,['Bow Anderson'],Hate That I Fell In Love With You,4btfzhaFLkVJAQZMgofLnU
162,67,"['Mine', 'Sophie Hunger']",HINÜBER,3B1oTeTBbGAbyW4fhDH169
163,28,['Julia Stone'],Sixty Summers,595FAzn7RvuGdSn473jOaI
164,78,"['Moglii', 'Rola']",Liquid Sunlight,3lTlVtj2fjPsiIpUojpOFJ
165,70,['21 Savage'],Spiral,2YMCSqTmBTtcYA8dyUCvbT
166,45,"['Satin Jackets', 'Jon Paul']",Secret Lover,0wB0ikhn5PQh3P4TZxA0ix
167,54,['Finn Askew'],Cherry Bomb,3MyuOZO9kWyvluRgxBoMus
168,78,"['Lil Skies', 'Zhavia Ward']",My Baby (feat. Zhavia Ward),6J0H5IUCeCdCufAjCklgK7
169,66,"['Diplo', 'Elderbrook', 'Andhim']",One By One (feat. Elderbrook & Andhim),3053QmnOijQFGshvpAikky
170,7,['Jessie Ware'],Please - Single Edit,7mJGrZIFA5MO6W2QBcWBDX
171,44,['Mighty Oaks'],Land of Broken Dreams,31izs2QOIstAxTbClLd0pl
172,26,"['Louis The Child', 'A R I Z O N A']",So What (feat. A R I Z O N A),3By9IFm4E2BvKQygT04O8g
173,70,"['KATI K', 'Edo Saiya']",Dunkel,0zbISnIRWN3ZTNOUkDMxvP
174,73,"[""Rag'n'Bone Man""]",Crossfire,3jLTSxPaGDL2jGk45vJJX6
175,41,['Malou'],Focus,1w53W6yvWDfIxFVCGbEwyE
176,45,"['Nightcall', 'Vi Anabella Kara']",Thinkin Bout You,61CmIx1hiRH7VRcNb5cCY8
177,67,"['Kalazh44', 'toksi']",Schwarz oder Weiss,29KVxfNzWm2Ta3NFMfx15d
178,47,"[""Noel Gallagher's High Flying Birds""]",We're On Our Way Now,2ySHAi6CPwpGYdsomsezWg
179,26,['Stefanie Heinzmann'],Best Life,5bHxoiFjRP33kg52bL0XOJ
180,51,"['Digital Farm Animals', 'HARLEE']",Last Night (feat. HARLEE),62xA7Zhj8CQSecypWIfpZx
181,45,"['YMCK', 'CHAI']",PING PONG! (feat. YMCK),1RqtpxOWoK6EewdDHOxUMT
182,33,"['Gucci Mane', 'BIG30']",Shit Crazy (feat. BIG30),2Kr11rtij0QQAaX6T5e4WB
183,77,['Amy Shark'],Worst Day of My Life,2xRUyAQeYVYCohZrEBpbiu
184,72,['Ansu'],WACH AUF +,1jewG0HGuxgsnZoV8tvSPY
185,26,"['Hook N Sling', 'Galantis', 'Karen Harding']",The Best,1OU3OPHczBcfFU8cDzSzKT
186,11,['Phoebe Green'],IDK,5oObGXk0NriZXxV78aIO0X
187,51,['Son Mieux'],Drive,2XLalWJKO60CrLdXqssWXW
188,3,"['Cake Pop', 'Dylan Brady', 'Ravenna Golden', 'Lewis Grant']",Boom,6Kf3CcaweEuw24fzHLjnpy
189,71,['OSKA'],Lousy T-Shirt,4hfT1UoIItgFREWZt60z4s
190,86,['ITZY'],In the morning,2QdH0rKlV3d9Y6lWzcnlBH
191,66,['Razz'],Game,51V1nAhYLcn0HtyTtvvMYs
192,78,['Nina Chuba'],Levitating,5bRXm3KUMMZWwlTIXK08Pl
193,67,['KUČKA'],Your World,6HaEWa2XBunQIjtTxcniNn
194,19,"['Baby Keem', 'Travis Scott']",durag activity (with Travis Scott),4JJcP0Rv9AgyPD6ZGaC8EE
195,17,"['Tiny Meat Gang', 'Quinn XCII']",Daddy (feat. Quinn XCII),4pJzUvwU5ufYr8rLdQ6aYK
196,69,"['Alfie Templeman', 'April']",One More Day,6EEOfwJ6K8z7Kx4B02dVP4
197,68,['Adesse'],Diamant,6A1saAvDazXafTOMtOnhGm
198,79,"['TWO LANES', 'Panama']",Rolling Back,1WoBED8U50OSvX8HpfQlsC
199,8,['Lou Elliotte'],Happy For Me,2fePTyV9lwf7qYLkyCwTsX
200,17,['Graham Candy'],Aroha,2WG6IiDx0g5bfPt4VCLvEH
201,44,['Sharaktah'],Ich,4TeIK49c0CBzG5WsQiqE2X
202,73,"['Madism', 'KIGALI']",BTL,3Sh47yNNLLv3XRHfYrLLRk
203,68,['L¥NN'],Aww,45geAf9uCa2oyEtWsyYUY9
204,37,['Shumy Luke'],Psychopath,2f1l2en7wzQqGPdQXNdJ7C
205,48,['Shelter Boy'],Absence,4q3fCKgrb9nqTDbEcTFv2H
206,86,"['Bladee', 'Mechatok', 'Charli XCX']",Drama (feat. Charli XCX),3VzW3IXIwEvZ0HcKZEFZjJ
207,41,['K.I.Z'],Ich ficke euch (alle),6ONKZO5NqZvQpCpNdVnMhC
208,69,['Josi'],Oben sehen,6wqHy0mzs80SEWmWiDTZtc
209,39,['Lights'],Beside Myself,1gYEEUPUkwA2l1cJ2w3xWB
210,77,['STANOVSKY'],Dünnes Eis,5NJQfROW8YQIRGC8LDt1xx
211,77,['Hiatus Kaiyote'],Red Room,0aefDhwto2nL2kTHIiil0J
212,10,"['Paradigm', 'Anica Russo']",Empty Promises,2Nt3VdNRFMkDfloEzXywGn
213,92,['Conchita Wurst'],Malebu,2slozVu6Y98fyWOr4irvCD
214,13,"['Aluna', 'Michael Brun', 'Alicai Harley']",Trouble - Spotify Singles,5i5zn4un7FhVeNYiGNnLDA
215,26,"['Regard', 'Troye Sivan', 'Tate McRae']",You,2cc8Sw1OnCuA5bV8nqWqpE
216,17,"['Alesso', 'CORSAK']",Going Dumb,7arsXR8AtExnOFN3v3HiJI
217,51,"['Issam Alnajjar', 'Loud Luxury', 'Ali Gatie']",Turning Me Up (Hadal Ahbek),4sofJiicQwKsRo3S1vpt39
218,7,"['Timmy Trumpet', 'Afrojack']",Stay Mine,7IhWJM8cN04zRQ2PNM91xc
219,11,['Becky Hill'],Last Time,54zJ1SxDe0CQhWRij7E0no
220,79,"['ZHU', 'Arctic Lake']",Yours,5kNv1Du0DqYgKkFgXiBRu3
221,45,['SIDEPIECE'],Temptation,3MqzqG6fij34pDxd29mikA
222,17,"['Fred again..', 'The Blessed Madonna']",Marea (We’ve Lost Dancing),1t0Jmqg1pKVBbxjQFZebeR
223,24,"['Nathan Dawe', 'Anne-Marie', 'MoStack']",Way Too Long,4YMApzzqCO31TPxPvgdHhh
224,70,"['Doja Cat', 'Disclosure']",Streets - Disclosure Remix,4k6Emp6KJ4GNRyf6wUKODl
225,98,['Jayda G'],All I Need (DJ-Kicks) - Edit,52t3lx38kiruAIGY2gISfc
226,35,['Dom Dolla'],Pump the Brakes,1Gz2E1chOzRyhFXHJYWw8y
227,98,"['Dubdogz', 'JØRD']",Everybody Wants To Party,3hbi5zXAgQt0Z9V5JSOnCe
228,79,"['KVSH', 'Schillist']",Sicko Drop,5OJbBrGPY4scEGwMysuyLb
229,92,"['Purple Disco Machine', 'Moss Kena', 'The Knocks']",Fireworks,3JhTqa080FiJORsvJ2elUy
230,35,['Lost Frequencies'],Rise,7HXBG0W8gFJwHUh5mVF9tf
231,95,"['Disciples', 'bshp']",Solid Gold (feat. bshp),0IDU2CjK6ayag6xjarO3kh
232,79,"['Rezz', 'deadmau5']",Hypnocurrency,3evAUkYDPeLX5kn0LbvGz4
233,70,"['VAVO', 'Tyler Mann']",Pieces,1RN6ECX6SLW9216rxg3DYG
234,48,['twocolors'],Bloodstream,236irGwQHCBQnRJs2zgoib
235,45,"['Kito', 'VanJess', 'Channel Tres']",Recap (with VanJess & Channel Tres),2m3RjRXib3un5AEh08k8Fe
236,73,"['Alesso', 'Armin van Buuren']",Leave A Little Love,0gNXY64y1CKoNsIo96WuLn
237,77,"['Martin Garrix', 'Tove Lo']",Pressure (feat. Tove Lo),4ga4WvRNhMsIL38pkBbnIN
238,73,"['3LAU', 'Funkin Matt', 'Frawley']",Everything,2cGnOx17iac6m7R5YDUZac
239,78,['LP Giobbi'],Take My Hand,4KFFv2gYbZyltjKZ5hthIs
240,98,['John Summit'],Make Me Feel,4vgP9RNzsXEUcW7Ws50VrI
241,11,"['Rita Ora', 'David Guetta', 'Imanbek', 'Gunna']",Big (feat. Gunna),78oZ26xvmtCfarveRXs3dq
242,23,"['Gorgon City', 'DRAMA']",You've Done Enough,3zPfyVThoCzQ6IB5CSGDTz
243,66,"['Oliver Heldens', 'Syd Silvair']",Never Look Back (feat. Syd Silvair),6uTxQDrjjKwyugx6ggjTmA
244,43,['Noizu'],Summer 91 (Looking Back),4FEcEwbE2vsqhxbTPtiNTL
245,70,"['Don Diablo', 'JLV', 'John K']",Problems,2dyrLrVopYKGc3H9oOYSmZ
246,70,['Tujamo'],I Don't Wanna Go,5RQmbhnkrt6llPrxqRsym4
247,45,['Bebe Rexha'],Sacrifice,1RSBK5VWdjPjHEmRhAkS4Q
248,16,['Nicky Romero'],You Used To,0NMhB5jf4SJhzqnx6pBHNh
249,45,"['R3HAB', 'Jolin Tsai']",Stars Align (with Jolin Tsai),2RQYvKXf2WG4bqN6hPRNq6
250,11,['Alex Mills'],Want You To Want Me,5cBHDVijSYGOpgnSx7rBuw
251,45,['Lilly Ahlberg'],Young Forever,2VveodsDiyIi3zcYMDgRx1
252,73,"['Coldabank', 'Freedo']",I Just Wanna Dance,1LsoAswipJvPzdcSnoQ46C
253,11,['Carla Monroe'],Shapes,1rKOURI3kDZFITMZcgqDvO
254,28,"['KSHMR', 'NOUMENN']",Around The World (feat. NOUMENN),273n4aGEPcL1HrcdhpGGul
255,50,['Slayyyter'],Clouds,6uJdKvwRPpq35xuJlKyQMJ
256,95,"['SG Lewis', 'Nile Rodgers']",One More (feat. Nile Rodgers),5bZlKUqFIf0uM3MW03bhlG
257,45,"['Maxinne', ""Lauren L'aimant""]",Tell Me Something,0gnPONZvU8go7Cze5A9HoJ
258,96,"['Paul Woolford', 'Amber Mark']",HEAT,4x0yfBUpGWpovUxJqj20p0
259,67,"['Black Coffee', 'Angelos', 'Jinadu']",Lost (with Angelos feat. Jinadu),4MjW0jp8b9hAe1dmzJIBCG
260,73,"['Kaskade', 'Ella Vos']",Miles To Go,0d2F9wcykuZ1QzDMcI0Mf0
261,21,"['MK', 'Raphaella']",Lies,7I5XQpe29kmU86T37nhJip
262,95,['Navos'],Believe Me,44xO8889yUQHn70P73NILS
263,11,"['Tinashe', 'TOKiMONSTA']","I'm Every Woman - From “Black History Always / Music For the Movement Vol. 2""",7v5AEwuaQurzjaOwOzFVdo
264,39,"['Alan Walker', 'salem ilese']",Fake A Smile,6rAGFY9D3ah6Lb7fUgbNNH
265,7,"['NERVO', 'Carla Monroe']",Gotta Be You,2Q8fFORnsDE6I3RNvSLXSf
266,66,['Bexxie'],Feel The Energy,1G4FRQ4zQRgewsYvJhT7Rn
267,8,['Porter Robinson'],Look at the Sky,15sj1LkQFvBCWhJWlVN8KL
268,74,['PinkPantheress'],Break it off,5892YX6q8y3Rs9OysF08kv
269,24,"['Danny Quest', 'Cheat Codes', 'Hayley May']",That Feeling (feat. Hayley May),7clsGP3ea7rhBaEK9ga898
270,26,"['Martin Ikin', 'Chenai']",You,4vrnHICJfoguGfzLkQeyy5
271,7,['Hayla'],Colours,4cGPfZv4bRv7lWWQwT8g0k
272,73,"['Dimitri Vegas & Like Mike', 'DVBBS', 'Roy Woods']",Too Much,4m9HfhURlzkhM8kK4SqTqM
